x_m,intensity_norm,target
-0.0009725,1.01799905210845e-11,0
-0.00097,1.24487303432381e-11,0
-0.0009675,9.83843655375102e-12,0
-0.000965,4.52492217646648e-12,0
-0.0009625,9.06045128222211e-13,0
-0.00096,1.50867058481971e-12,0
-0.0009575,4.73267962991616e-12,0
-0.000955,6.63357367866434e-12,0
-0.0009525,4.99096670195531e-12,0
-0.00095,1.61827944920729e-12,0
-0.0009475,5.52476028741949e-13,0
-0.000945,3.84719527938766e-12,0
-0.0009425,9.17306832119258e-12,0
-0.00094,1.17772993192848e-11,0
-0.0009375,9.07526809279561e-12,0
-0.000935,3.41108102638532e-12,0
-0.0009325,1.18316396266439e-13,0
-0.00093,2.53004724772528e-12,0
-0.0009275,8.67601355735238e-12,0
-0.000925,1.29624451305066e-11,0
-0.0009225,1.14029660109126e-11,0
-0.00092,5.46925790421235e-12,0
-0.0009175,8.12939260922035e-13,0
-0.000915,1.96191011743415e-12,0
-0.0009125,7.99963206008332e-12,0
-0.00091,1.33850901339764e-11,0
-0.0009075,1.31898058105755e-11,0
-0.000905,7.76851846935241e-12,0
-0.0009025,2.37580115150831e-12,0
-0.0009,2.07981728556334e-12,0
-0.0008975,6.87294726851823e-12,0
-0.000895,1.17208127169953e-11,0
-0.0008925,1.15261684069764e-11,0
-0.00089,6.19477733183673e-12,0
-0.0008875,8.40654046324122e-13,0
-0.000885,8.59472357459393e-13,0
-0.0008825,6.61461227511274e-12,0
-0.00088,1.29287599672891e-11,0
-0.0008775,1.39579179933846e-11,0
-0.000875,8.78451108113659e-12,0
-0.0008725,2.30859262036706e-12,0
-0.00087,5.34918029927756e-13,0
-0.0008675,4.79984737248805e-12,0
-0.000865,1.05489986220345e-11,0
-0.0008625,1.18748880882534e-11,0
-0.00086,7.39775695630332e-12,0
-0.0008575,1.71358168253338e-12,0
-0.000855,9.20994959689944e-13,0
-0.0008525,6.54121558177721e-12,0
-0.00085,1.37950577735689e-11,0
-0.0008475,1.60268448944326e-11,0
-0.000845,1.10764846863168e-11,0
-0.0008425,3.43343547818359e-12,0
-0.00084,3.10887409548934e-14,0
-0.0008375,3.69234624834488e-12,0
-0.000835,1.05353575621197e-11,0
-0.0008325,1.38243547123026e-11,0
-0.00083,1.05001003328785e-11,0
-0.0008275,4.03703088008997e-12,0
-0.000825,8.86630612782803e-13,0
-0.0008225,4.05419266658253e-12,0
-0.00082,1.01551934152842e-11,0
-0.0008175,1.28479717896131e-11,0
-0.000815,9.2242263268706e-12,0
-0.0008125,2.78980061621026e-12,0
-0.00081,2.93508240418221e-14,0
-0.0008075,3.93095353914974e-12,0
-0.000805,1.09261108087483e-11,0
-0.0008025,1.43650776252221e-11,0
-0.0008,1.11385806360206e-11,0
-0.0007975,4.83651161067663e-12,0
-0.000795,2.19023678693855e-12,0
-0.0007925,6.24671017098175e-12,0
-0.00079,1.31146481179097e-11,0
-0.0007875,1.570970935672e-11,0
-0.000785,1.09489763359792e-11,0
-0.0007825,3.2158261410681e-12,0
-0.00078,3.94874172205287e-13,0
-0.0007775,6.1143680855668e-12,0
