y_m,intensity_norm,target
-0.0010875,2.95851043968503e-12,0
-0.001085,3.29809550829655e-12,0
-0.0010825,4.9868952971158e-12,0
-0.00108,5.92331353218758e-12,0
-0.0010775,5.02260187737407e-12,0
-0.001075,3.7022759439981e-12,0
-0.0010725,4.88669446389107e-12,0
-0.00107,1.01716705314953e-11,0
-0.0010675,1.77321539044188e-11,0
-0.001065,2.31722943047827e-11,0
-0.0010625,2.29374443322952e-11,0
-0.00106,1.741455330308e-11,0
-0.0010575,1.08483636388185e-11,0
-0.001055,7.91185137943865e-12,0
-0.0010525,9.83384183677179e-12,0
-0.00105,1.35412607223951e-11,0
-0.0010475,1.46443286117765e-11,0
-0.001045,1.15762666167244e-11,0
-0.0010425,7.05513827747481e-12,0
-0.00104,5.44774933322926e-12,0
-0.0010375,8.45869859591852e-12,0
-0.001035,1.32596260448542e-11,0
-0.0010325,1.50083248095606e-11,0
-0.00103,1.15675363938104e-11,0
-0.0010275,5.97255042798584e-12,0
-0.001025,4.06981136387518e-12,0
-0.0010225,9.19295916548355e-12,0
-0.00102,1.86802258311518e-11,0
-0.0010175,2.56178594447317e-11,0
-0.001015,2.45394203550626e-11,0
-0.0010125,1.61223668343839e-11,0
-0.00101,6.66084011562346e-12,0
-0.0010075,2.71368802890041e-12,0
-0.001005,5.66985441177758e-12,0
-0.0010025,1.10430767325675e-11,0
-0.001,1.29920029415265e-11,0
-0.0009975,9.8049718646308e-12,0
-0.000995,5.28017080230415e-12,0
-0.0009925,4.82143175624233e-12,0
-0.00099,1.00328474296226e-11,0
-0.0009875,1.69876296536782e-11,0
-0.000985,1.98535965339627e-11,0
-0.0009825,1.64570989243366e-11,0
-0.00098,1.04775110257946e-11,0
-0.0009775,8.10623041728986e-12,0
-0.000975,1.22466040288263e-11,0
-0.0009725,1.97174777370578e-11,0
-0.00097,2.41494174980515e-11,0
-0.0009675,2.18988723534946e-11,0
-0.000965,1.54164452373364e-11,0
-0.0009625,1.0869545392074e-11,0
-0.00096,1.22553642202512e-11,0
-0.0009575,1.76111210742253e-11,0
-0.000955,2.09900798537915e-11,0
-0.0009525,1.83895694981412e-11,0
-0.00095,1.19658132292296e-11,0
-0.0009475,8.36231268231611e-12,0
-0.000945,1.25049084499552e-11,0
-0.0009425,2.26034838777908e-11,0
-0.00094,3.11552085761206e-11,0
-0.0009375,3.12486183625706e-11,0
-0.000935,2.25163651702305e-11,0
-0.0009325,1.13337688172787e-11,0
-0.00093,5.13166813310176e-12,0
-0.0009275,6.09046089921883e-12,0
-0.000925,9.96546156908137e-12,0
-0.0009225,1.09164005608609e-11,0
-0.00092,7.56758326295543e-12,0
-0.0009175,4.42926641785776e-12,0
-0.000915,7.29507807267184e-12,0
-0.0009125,1.70472123823222e-11,0
-0.00091,2.79228938988702e-11,0
-0.0009075,3.21428446453783e-11,0
-0.000905,2.67639853710481e-11,0
-0.0009025,1.64041145472415e-11,0
-0.0009,9.23490843255083e-12,0
-0.0008975,9.87370375241387e-12,0
-0.000895,1.56804968918971e-11,0
-0.0008925,1.97743975043706e-11,0
-0.00089,1.78113761265298e-11,0
-0.0008875,1.20978306635727e-11,0
-0.000885,9.19803944314016e-12,0
-0.0008825,1.3378082301519e-11,0
-0.00088,2.21776439324334e-11,0
-0.0008775,2.83912610188749e-11,0
