rank,score,name,defocus_waves,astigmatism_waves,spherical_waves,center_ratio,middle_over_sides,core_rms_fraction,profile_rmse_x,profile_rmse_y
168,29.478432355828023,D+0.00_A+0.40_S-0.40waves,0.0,0.3999999999999999,-0.4,1.7236343186884906,0.8527217692215896,0.918828857937167,1.4401293409524403,0.855072663879619
169,29.59882903764024,D-0.60_A+0.40_S-0.40waves,-0.6,0.3999999999999999,-0.4,1.4449329140880607,1.5143536568462082,1.004426172916817,1.6276021749340448,0.5131540466157088
170,29.64458054815295,D-0.20_A+0.20_S+0.20waves,-0.2,0.19999999999999996,0.19999999999999996,1.857130711518985,1.1930977298981138,0.5107603684359361,0.9095857681705659,0.7747515106794995
171,29.962465425867208,D-0.20_A+0.20_S-0.60waves,-0.2,0.19999999999999996,-0.6,1.3286099669144258,1.514004587729998,1.1193936589045108,1.833051841534568,0.6096859451421643
172,30.342716307576016,D+0.40_A+0.40_S-0.60waves,0.3999999999999999,0.3999999999999999,-0.6,1.7146335460974982,0.862144183951772,1.0037698892518636,1.5292228208867715,0.8902834270284585
173,30.596690739087403,D+0.20_A+0.20_S-0.40waves,0.19999999999999996,0.19999999999999996,-0.4,1.6790549552733567,0.8901457226398685,1.049959069970424,1.7422807645881866,0.8597338849618633
174,30.719795549192025,D-0.40_A-0.20_S+0.20waves,-0.4,-0.2,0.19999999999999996,1.7726249194746058,1.5275332331839553,0.4787419188139385,0.8511289693816544,0.6573280426954036
175,31.204787456421787,D+0.20_A+0.40_S-0.60waves,0.19999999999999996,0.3999999999999999,-0.6,1.7861412371319476,0.8220362809564055,0.945134036232453,1.503345544536053,0.8954035596750746
176,31.34012240585494,D+0.60_A+0.60_S-0.20waves,0.6,0.6,-0.2,1.9205753902361355,1.186694130753117,0.5732506490433457,0.9234260843595465,0.7971950642655959
177,31.340500647893464,D-0.20_A+0.40_S-0.40waves,-0.2,0.3999999999999999,-0.4,1.8543927348812055,0.8519441001981,0.8479786257411472,1.3240511925173404,0.8200734416010095
178,31.509253923962792,D+0.20_A-0.40_S-0.40waves,0.19999999999999996,-0.4,-0.4,0.49735578788950263,2.0075406958104227,0.8599415446900165,0.7343031935078351,0.2661458401946138
179,31.564522270434175,D+0.00_A+0.40_S+0.60waves,0.0,0.3999999999999999,0.6,1.8768500141440065,1.4249451562352005,0.40700777714954445,0.7999693346653985,0.7321684017228393
180,31.623312464476612,D-0.40_A-0.20_S+0.00waves,-0.4,-0.2,0.0,1.7079786909197765,1.4023909767635565,0.931932043277179,1.4242443764071349,0.6589286384576034
181,31.724967028397245,D+0.40_A-0.40_S-0.60waves,0.3999999999999999,-0.4,-0.6,0.675770497226775,2.057391409871998,0.811690836929257,0.6853230686507081,0.5514567784592889
182,31.81246977347908,D-0.20_A+0.60_S-0.60waves,-0.2,0.6,-0.6,1.9031737478615123,0.794525124314389,0.7769360222411331,1.2406791158116541,0.7993319457318899
183,32.04378171965387,D+0.60_A+0.40_S-0.60waves,0.6,0.3999999999999999,-0.6,1.8644650714283753,0.8892815330495804,0.9248039610211378,1.2504433852514953,0.8404407137231498
