rank_envelope,name,z40_rms_waves,z20_rms_waves,envelope_score,footprint_iou,inside_fill_fraction,outside_fraction,outer_band_rmse,rectangle_accepted,center_ratio,middle_over_sides,core_rms_fraction,hole_target_score,size50_x_um,size50_y_um
11,Z40-3.000_Z20+2.625_rmswaves,-3.0,2.625,21.48350292944633,0.5029936264726711,0.9572910311165345,0.4833036949219522,0.29798223524344625,False,1.2275263243343495,1.334271301691794,0.35233350798123586,15.870025721504408,253.72293287870545,1645.5610458343763
12,Z40-3.000_Z20+5.250_rmswaves,-3.0,5.25,21.547847751367435,0.48374348841386744,0.9897498474679682,0.5118854185472709,0.2537688387867406,False,1.1698988703746078,1.231523496895675,0.2344161866429111,12.95107686351285,485.11039300935056,2127.626959288813
13,Z40+0.000_Z20+4.500_rmswaves,0.0,4.5,21.63298487128836,0.49156641073695667,0.9960951799877974,0.5055424314010539,0.30648653964558836,False,1.0288556826852926,1.1350185365530223,0.25296832344407344,8.706401086239767,962.4254669752784,617.9657139194815
14,Z40+0.000_Z20-5.625_rmswaves,0.0,-5.625,21.668498124655198,0.5614936025763774,0.7871873093349604,0.3401861511711159,0.4552023199335226,False,1.6103199011103464,1.8558292612029896,0.39460950797248734,31.92450483196807,303.6700902328714,374.73585252860073
15,Z40-3.000_Z20+4.500_rmswaves,-3.0,4.5,21.731083160181193,0.48820104198590253,0.9758389261744966,0.5038158466215797,0.2803677245088262,False,1.1996987684146148,1.253541190897908,0.24302595013918918,13.87257997128063,349.8987503478472,1986.523443725112
16,Z40-3.000_Z20+4.125_rmswaves,-3.0,4.125,21.732036442094103,0.49156313740033375,0.9743746186699207,0.4999686893355877,0.2941426792537929,False,1.2155211691141488,1.2668030288483456,0.23356410138319397,14.391776669955037,356.29723292101664,1916.0692177722278
17,Z40+0.000_Z20+2.625_rmswaves,0.0,2.625,21.79950937885474,0.4752285032310648,1.0,0.5229085404901904,0.2572638244204779,False,1.2678519382453672,1.2628214175795012,0.1947927902124352,15.395807557975338,684.912294193727,437.4002030802605
18,Z40+0.000_Z20+3.375_rmswaves,0.0,3.375,21.82391241371943,0.4752285032310648,1.0,0.5229085404901904,0.2601921886042407,False,1.0339968395621413,1.238784274912266,0.22447470392859276,10.731848069341384,830.8439401756085,497.65879497729236
19,Z40+0.000_Z20+3.750_rmswaves,0.0,3.75,21.85166128804175,0.4752285032310648,1.0,0.5229085404901904,0.26352205352291896,False,0.9992326825973389,1.1797915724333163,0.2522458504933856,9.022578884761904,864.9557195219826,535.4182749065974
20,Z40+0.000_Z20+3.000_rmswaves,0.0,3.0,21.99559444359944,0.4752285032310648,1.0,0.5229085404901904,0.2807940321898418,False,1.1035092827480637,1.3030505948086606,0.2072099229468788,13.085836695231594,760.1162278622683,460.7135626935918
21,Z40+0.000_Z20+4.125_rmswaves,0.0,4.125,22.150798248680324,0.4752285032310648,1.0,0.5229085404901904,0.2994184887995477,False,1.008307172582555,1.160234958888949,0.2675961931430955,8.802988788324793,912.6766594512765,577.1046294927689
22,Z40+0.000_Z20+2.250_rmswaves,0.0,2.25,22.29567141057733,0.4752285032310648,1.0,0.5229085404901904,0.3168032682271888,False,1.4518925119997577,1.2145645789650885,0.22117575533672715,18.720959642076654,630.317814583474,436.38265287212647
23,Z40-3.000_Z20+3.000_rmswaves,-3.0,3.0,22.503300867712543,0.48280829210246134,0.9406955460646735,0.5030619480435764,0.3052713774645351,False,1.2508338100213212,1.3239598318178158,0.3120894791564313,16.038150239025626,224.30926067016617,1711.6216685814315
24,Z40-3.000_Z20+1.500_rmswaves,-3.0,1.5,22.636354405027483,0.4891525201546831,0.9106772422208664,0.4873256852373429,0.318847424542633,False,1.3648007483260738,1.3694730333084912,0.3700842096561275,19.054441162239595,205.72794374333284,1434.960978236964
25,Z40-6.000_Z20+4.125_rmswaves,-6.0,4.125,22.84725027980663,0.47378700030515714,0.9482611348383161,0.513856740694401,0.3146376257081404,False,1.1762551188397399,1.0267177785724777,0.3468211780878529,10.7432090988726,214.9166819150138,789.9909185587617
26,Z40-3.000_Z20+3.750_rmswaves,-3.0,3.75,22.902324641970985,0.4745900106004864,0.9326418547895058,0.5064255731352922,0.3113734113192978,False,1.2140495902956325,1.2724650772137225,0.23746256167344673,14.453223070475397,207.9987598560707,1848.2845326105512
27,Z40-3.000_Z20+3.375_rmswaves,-3.0,3.375,23.10934519234228,0.47233510472022505,0.9233679072605248,0.5082212257100149,0.3128467595675133,False,1.2182188720747225,1.285760661732034,0.2552667266043066,14.747243032001306,211.8929115861166,1775.993172731073
28,Z40-6.000_Z20+6.000_rmswaves,-6.0,6.0,23.24301183415163,0.46544996097736685,0.9499694935936547,0.5208346156213455,0.32921361998875986,False,1.0571489343129004,1.0105897242214001,0.2977765278993366,7.685628182226496,137.44651068322418,3102.5462244953683
29,Z40-3.000_Z20+1.125_rmswaves,-3.0,1.125,23.39346592290638,0.47724469259235214,0.8999389871873094,0.49455143581659927,0.3470313155818874,False,1.3396508384478873,1.3570421109516209,0.414354389899693,18.511842753552983,233.0582787511286,1371.1740751776351
30,Z40+0.000_Z20+1.875_rmswaves,0.0,1.875,23.423380365209255,0.4752285032310648,1.0,0.5229085404901904,0.45212834278301967,False,1.3233577569647255,1.2676558717922004,0.22205513993150064,16.569849326827022,591.7705303654172,394.91438078434373
