rank,score,family,name,center_window_over_core_mean,middle_third_over_side_thirds,core_rms_fraction,top_over_bottom,left_over_right,profile_rmse_x,profile_rmse_y,params_json
210,8.552285881975127,elliptical_input_dip,elliptical_dip_d0.700_sx1.000_sy1.200mm,0.671672898812831,0.5923607794405308,0.3171806408941932,1.0000000079159665,0.999999981599651,0.14284680614268574,0.35198621580749556,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.7000000000000001, ""amplitude_dip_sigma_x_mm"": 1.0, ""amplitude_dip_sigma_y_mm"": 1.2}"
211,8.728792124971246,elliptical_input_dip,elliptical_dip_d0.800_sx4.000_sy3.000mm,0.5120772879061786,0.7071372589113722,0.36596749354044117,1.0000000270618759,0.9999999834764963,0.24251400540989665,0.244728247730569,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.8, ""amplitude_dip_sigma_x_mm"": 4.0, ""amplitude_dip_sigma_y_mm"": 3.0}"
212,8.782338766541459,elliptical_input_dip,elliptical_dip_d0.500_sx1.500_sy3.000mm,0.6026814174998855,0.6076129616094318,0.30566891962104686,1.0000000081229419,0.9999999840883701,0.16914790976202065,0.2851866921428761,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.5, ""amplitude_dip_sigma_x_mm"": 1.5, ""amplitude_dip_sigma_y_mm"": 3.0}"
213,8.982781600567986,elliptical_input_dip,elliptical_dip_d0.900_sx6.000_sy2.400mm,0.4871321219875338,0.8358949010033816,0.4722021263296073,1.0000000558166684,0.9999999968698262,0.3204275178063549,0.2455851652276093,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.9, ""amplitude_dip_sigma_x_mm"": 6.0, ""amplitude_dip_sigma_y_mm"": 2.4}"
214,9.002022605593613,elliptical_input_dip,elliptical_dip_d0.800_sx2.000_sy1.500mm,0.5791480380626027,0.6273261862856269,0.36790422229574943,1.0000000207475421,0.999999982757193,0.16615532802271224,0.32830188779671576,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.8, ""amplitude_dip_sigma_x_mm"": 2.0, ""amplitude_dip_sigma_y_mm"": 1.5}"
215,9.170146992475036,elliptical_input_dip,elliptical_dip_d0.600_sx1.500_sy1.800mm,0.5726463127180081,0.6105640177569613,0.317922629158108,1.0000000069200214,0.9999999891320062,0.17092570622201364,0.30114453405091457,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.6000000000000001, ""amplitude_dip_sigma_x_mm"": 1.5, ""amplitude_dip_sigma_y_mm"": 1.8}"
216,9.234592770186365,elliptical_input_dip,elliptical_dip_d0.700_sx2.000_sy1.800mm,0.5502016843194238,0.6295442795987969,0.3448831282236622,1.000000019230046,0.9999999885275374,0.18194497287911138,0.297526178513785,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.7000000000000001, ""amplitude_dip_sigma_x_mm"": 2.0, ""amplitude_dip_sigma_y_mm"": 1.8}"
217,9.23584119546812,elliptical_input_dip,elliptical_dip_d0.600_sx1.000_sy1.500mm,0.608604341004893,0.58693676924029,0.31347981914955453,1.000000004910114,0.9999999825302429,0.1681180254999345,0.33194808260584774,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.6000000000000001, ""amplitude_dip_sigma_x_mm"": 1.0, ""amplitude_dip_sigma_y_mm"": 1.5}"
218,9.27557575877727,elliptical_input_dip,elliptical_dip_d0.700_sx2.500_sy2.400mm,0.5332100236774067,0.6423955013165019,0.3492030314978635,1.0000000171202765,0.999999983068443,0.19771334544224425,0.27568474716072683,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.7000000000000001, ""amplitude_dip_sigma_x_mm"": 2.5, ""amplitude_dip_sigma_y_mm"": 2.4}"
219,9.353808013383293,elliptical_input_dip,elliptical_dip_d0.600_sx2.000_sy3.000mm,0.57007023560827,0.6051228879723599,0.3361141368648528,1.000000005622933,0.9999999832960049,0.17288047789661976,0.28685863806473655,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.6000000000000001, ""amplitude_dip_sigma_x_mm"": 2.0, ""amplitude_dip_sigma_y_mm"": 3.0}"
220,9.406892775473064,elliptical_input_dip,elliptical_dip_d0.800_sx3.000_sy2.100mm,0.5070941833280238,0.6768598626239231,0.3865756839695399,1.0000000337721697,0.9999999873639677,0.23648302638654595,0.28307468779719036,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.8, ""amplitude_dip_sigma_x_mm"": 3.0, ""amplitude_dip_sigma_y_mm"": 2.1}"
221,9.414139901623471,elliptical_input_dip,elliptical_dip_d0.800_sx2.500_sy1.800mm,0.5297416037098016,0.6505241740203749,0.3831394556634173,1.0000000256383446,0.9999999908212012,0.2081210730982671,0.30501846397727567,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.8, ""amplitude_dip_sigma_x_mm"": 2.5, ""amplitude_dip_sigma_y_mm"": 1.8}"
222,9.442928512269596,elliptical_input_dip,elliptical_dip_d0.500_sx1.000_sy2.100mm,0.585877869740962,0.5882678428462347,0.3048210099103845,1.0000000021957514,0.9999999822710854,0.18520666595939814,0.3151203353537761,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.5, ""amplitude_dip_sigma_x_mm"": 1.0, ""amplitude_dip_sigma_y_mm"": 2.1}"
223,9.458462069649823,elliptical_input_dip,elliptical_dip_d0.900_sx1.500_sy1.200mm,0.6610188894130666,0.5741917130132163,0.3896374919636498,1.0000000216166114,0.9999999832415087,0.13540101813993144,0.40665148708234594,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.9, ""amplitude_dip_sigma_x_mm"": 1.5, ""amplitude_dip_sigma_y_mm"": 1.2}"
224,9.514953497509637,elliptical_input_dip,elliptical_dip_d0.900_sx4.000_sy2.100mm,0.49177766521487093,0.7355435230321673,0.4564480426822357,1.0000000480396571,0.9999999924218432,0.28459230697155286,0.29000421129426207,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.9, ""amplitude_dip_sigma_x_mm"": 4.0, ""amplitude_dip_sigma_y_mm"": 2.1}"
225,9.606181261441359,elliptical_input_dip,elliptical_dip_d0.900_sx3.000_sy1.800mm,0.5243309064983883,0.6720995784137226,0.4397820842022757,1.000000041575195,0.999999983895594,0.23300885468286087,0.32536769008586036,"{""amplitude_dip_family"": ""elliptical_input_dip"", ""amplitude_dip_depth"": 0.9, ""amplitude_dip_sigma_x_mm"": 3.0, ""amplitude_dip_sigma_y_mm"": 1.8}"
